NAME,GEOID,SOCIOECON_18,HSECOMP_18,MINLANG_18,HSETRANS_18,OVERALL_18
"Census Tract 2402.02, Cidra Municipio, Puerto Rico",72041240202,0.7757,0.1925,0.8289,0.8176,0.7689
"Census Tract 2402.01, Cidra Municipio, Puerto Rico",72041240201,0.5356,0.7961,0.9218,0.7791,0.9082
"Census Tract 5608.01, Vega Baja Municipio, Puerto Rico",72145560801,0.9014,0.3929,0.3918,0.5447,0.6058
"Census Tract 811, Mayag�ez Municipio, Puerto Rico",72097081100,0.9105,0.9909,0.6659,0.9229,0.9886
"Census Tract 2012, Caguas Municipio, Puerto Rico",72025201200,0.8357,0.9626,0.4473,0.8742,0.9309
"Census Tract 9556, Ciales Municipio, Puerto Rico",72039955600,0.6591,0.8029,0.7395,0.0939,0.6409
"Census Tract 503.41, Carolina Municipio, Puerto Rico",72031050341,0.744,0.9841,0.6013,0.6308,0.889
"Census Tract 55, San Juan Municipio, Puerto Rico",72127005500,0.4949,0.6353,0.1721,0.9139,0.6002
"Census Tract 727.01, Ponce Municipio, Puerto Rico",72113072701,0.4631,0.7463,0.1551,0.334,0.3408
"Census Tract 9594, Rinc�n Municipio, Puerto Rico",72117959400,0.4462,0.5345,0.0339,0.8289,0.4167
"Census Tract 3014, Arecibo Municipio, Puerto Rico",72013301400,0.8233,0.5741,0.7123,0.1109,0.6013
"Census Tract 7105, Juana D�az Municipio, Puerto Rico",72075710500,0.8176,0.9875,0.9026,0.359,0.9195
"Census Tract 803, Mayag�ez Municipio, Puerto Rico",72097080300,0.9343,0.9932,0.7995,0.9445,0.9966
"Census Tract 508.41, Carolina Municipio, Puerto Rico",72031050841,0.6862,0.2423,0.8788,0.7485,0.744
"Census Tract 313.05, Bayam�n Municipio, Puerto Rico",72021031305,0.1347,0.8901,0.5005,0.1279,0.3204
"Census Tract 8105, A�asco Municipio, Puerto Rico",72011810500,0.3793,0.4994,0.419,0.5288,0.4054
"Census Tract 317.02, Bayam�n Municipio, Puerto Rico",72021031702,0.5232,0.821,0.4099,0.9546,0.804
"Census Tract 5902, Barceloneta Municipio, Puerto Rico",72017590200,0.9252,0.9977,0.8278,0.3986,0.9388
"Census Tract 2404.01, Cidra Municipio, Puerto Rico",72041240401,0.3069,0.7225,0.2536,0.2729,0.2865
"Census Tract 4008, Aguadilla Municipio, Puerto Rico",72005400800,0.9456,0.6806,0.3295,0.8935,0.8652
"Census Tract 2403, Cidra Municipio, Puerto Rico",72041240300,0.4915,0.3306,0.8618,0.1098,0.3895
"Census Tract 7502.01, Yauco Municipio, Puerto Rico",72153750201,0.6976,0.3975,0.8369,0.3624,0.6398
"Census Tract 502.32, Carolina Municipio, Puerto Rico",72031050232,0.154,0.6885,0.5039,0.0237,0.2072
"Census Tract 7501.01, Yauco Municipio, Puerto Rico",72153750101,0.8006,0.1291,0.8901,0.8131,0.7734
"Census Tract 7505.03, Yauco Municipio, Puerto Rico",72153750503,0.5107,0.9637,0.462,0.0396,0.4835
"Census Tract 1306.01, R�o Grande Municipio, Puerto Rico",72119130601,0.8833,0.4031,0.7678,0.6319,0.7995
"Census Tract 2602.02, Cayey Municipio, Puerto Rico",72035260202,0.171,0.5673,0.633,0.3725,0.3669
"Census Tract 1505, Fajardo Municipio, Puerto Rico",72053150500,0.8686,0.9422,0.6704,0.6206,0.9275
"Census Tract 2406.01, Cidra Municipio, Puerto Rico",72041240601,0.4586,0.9014,0.7938,0.2718,0.6908
"Census Tract 312.03, Bayam�n Municipio, Puerto Rico",72021031203,0.1506,0.7836,0.2865,0.4507,0.3318
"Census Tract 5306, Corozal Municipio, Puerto Rico",72047530600,0.9682,0.7168,0.5605,0.0815,0.6613
"Census Tract 8201, Hormigueros Municipio, Puerto Rico",72067820100,0.6953,0.9331,0.7734,0.6409,0.9105
"Census Tract 5303, Corozal Municipio, Puerto Rico",72047530300,0.9603,0.9479,0.8414,0.9116,0.9954
"Census Tract 9549.02, Orocovis Municipio, Puerto Rico",72107954902,0.9218,0.898,0.9445,0.2083,0.8901
"Census Tract 2405, Cidra Municipio, Puerto Rico",72041240500,0.6126,0.9818,0.8652,0.9898,0.9807
"Census Tract 2019, Caguas Municipio, Puerto Rico",72025201900,0.4212,0.6489,0.2944,0.6262,0.4937
"Census Tract 9614, Gu�nica Municipio, Puerto Rico",72055961400,0.5141,0.4665,0.6704,0.0883,0.3624
"Census Tract 316.22, Bayam�n Municipio, Puerto Rico",72021031622,0.4699,0.8584,0.4065,0.6693,0.6851
"Census Tract 1503.02, Fajardo Municipio, Puerto Rico",72053150302,0.5877,0.992,0.5809,0.9875,0.9377
"Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico",72007230502,0.5447,0.6557,0.9252,0.59,0.8063
"Census Tract 816.02, Mayag�ez Municipio, Puerto Rico",72097081602,0.6523,0.3997,0.7429,0.2876,0.5288
"Census Tract 319, Bayam�n Municipio, Puerto Rico",72021031900,0.4722,0.7202,0.1608,0.3091,0.3261
"Census Tract 9531, Salinas Municipio, Puerto Rico",72123953100,0.3306,0.9943,0.8459,0.3193,0.7146
"Census Tract 2504, Aibonito Municipio, Puerto Rico",72009250400,0.3284,0.949,0.5436,0.6987,0.7304
"Census Tract 9549.01, Orocovis Municipio, Puerto Rico",72107954901,0.932,0.8844,0.9309,0.71,0.983
"Census Tract 2706, Guayama Municipio, Puerto Rico",72057270600,0.4156,0.8731,0.9762,0.7304,0.8935
"Census Tract 313.06, Bayam�n Municipio, Puerto Rico",72021031306,0.1404,0.7497,0.2287,0.6636,0.3805
"Census Tract 1304.02, R�o Grande Municipio, Puerto Rico",72119130402,0.4756,0.5753,0.8595,0.1132,0.505
"Census Tract 2018, Caguas Municipio, Puerto Rico",72025201800,0.1744,0.9705,0.2015,0.5515,0.4439
"Census Tract 310.04, Bayam�n Municipio, Puerto Rico",72021031004,0.1574,0.9501,0.1041,0.2163,0.2298
"Census Tract 9558, Ciales Municipio, Puerto Rico",72039955800,0.496,0.7451,0.7701,0.4054,0.6874
"Census Tract 1403, Luquillo Municipio, Puerto Rico",72089140300,0.684,0.3884,0.5526,0.4881,0.5458
"Census Tract 309.03, Bayam�n Municipio, Puerto Rico",72021030903,0.1313,0.8221,0.428,0.342,0.3533
"Census Tract 321, Bayam�n Municipio, Puerto Rico",72021032100,0.7927,0.4609,0.812,0.539,0.7667
"Census Tract 4104.01, Isabela Municipio, Puerto Rico",72071410401,0.6761,0.5526,0.308,0.5922,0.5549
"Census Tract 47, San Juan Municipio, Puerto Rico",72127004700,0.6749,0.7032,0.8607,0.7916,0.906
"Census Tract 9611, Gu�nica Municipio, Puerto Rico",72055961100,0.6172,0.7938,0.4405,0.3714,0.6024
"Census Tract 2609.01, Cayey Municipio, Puerto Rico",72035260901,0.0486,0.5549,0.2163,0.0294,0.0747
"Census Tract 310.31, Bayam�n Municipio, Puerto Rico",72021031031,0.1279,0.5141,0.2185,0.5719,0.2344
"Census Tract 2102.02, Gurabo Municipio, Puerto Rico",72063210202,0.3556,0.8754,0.4416,0.0656,0.3612
"Census Tract 36, San Juan Municipio, Puerto Rico",72127003600,0.992,0.3941,0.8844,0.7293,0.898
"Census Tract 820.12, Mayag�ez Municipio, Puerto Rico",72097082012,0.7044,0.7893,0.7327,0.5571,0.8335
"Census Tract 9613, Gu�nica Municipio, Puerto Rico",72055961300,0.8063,0.983,0.4235,0.8312,0.9116
"Census Tract 9604, Sabana Grande Municipio, Puerto Rico",72121960400,0.2582,0.7995,0.4722,0.0079,0.2785
"Census Tract 204.22, Cata�o Municipio, Puerto Rico",72033020422,0.9818,0.6319,0.9569,0.3499,0.881
"Census Tract 5203, Naranjito Municipio, Puerto Rico",72105520300,0.9614,0.9886,0.8584,0.7123,0.9898
"Census Tract 401.03, Guaynabo Municipio, Puerto Rico",72061040103,0.8742,0.9852,0.7089,0.8561,0.9784
"Census Tract 2027.02, Caguas Municipio, Puerto Rico",72025202702,0.6013,0.5821,0.9592,0.4462,0.7621
"Census Tract 308, Bayam�n Municipio, Puerto Rico",72021030800,0.1812,0.9354,0.2582,0.3963,0.3748
"Census Tract 7205.02, Villalba Municipio, Puerto Rico",72149720502,0.8221,0.701,0.9467,0.3578,0.8516
"Census Tract 2302, Aguas Buenas Municipio, Puerto Rico",72007230200,0.5594,0.8992,0.419,0.7848,0.7848
"Census Tract 2609.02, Cayey Municipio, Puerto Rico",72035260902,0.4767,0.4813,0.7938,0.0419,0.3884
"Census Tract 59, San Juan Municipio, Puerto Rico",72127005900,0.6545,0.4043,0.2797,0.163,0.2638
"Census Tract 8101, A�asco Municipio, Puerto Rico",72011810100,0.7485,0.453,0.4394,0.2332,0.4348
"Census Tract 506, Carolina Municipio, Puerto Rico",72031050600,0.4926,0.9966,0.6579,0.787,0.8844
"Census Tract 9521, Comer�o Municipio, Puerto Rico",72045952100,0.7236,0.2219,0.5583,0.1721,0.334
"Census Tract 9595, Rinc�n Municipio, Puerto Rico",72117959500,0.5605,0.6081,0.0498,0.795,0.5005
"Census Tract 808, Mayag�ez Municipio, Puerto Rico",72097080800,0.7066,0.5413,0.599,0.992,0.8607
"Census Tract 9520, Comer�o Municipio, Puerto Rico",72045952000,0.9546,0.9218,0.9003,0.7576,0.992
"Census Tract 812, Mayag�ez Municipio, Puerto Rico",72097081200,0.9966,0.9648,0.9807,0.8822,0.9988
"Census Tract 9517, Comer�o Municipio, Puerto Rico",72045951700,0.8969,0.8674,0.7112,0.4597,0.8856
"Census Tract 4103, Isabela Municipio, Puerto Rico",72071410300,0.6602,0.6421,0.1404,0.5979,0.5118
"Census Tract 315.02, Bayam�n Municipio, Puerto Rico",72021031502,0.4088,0.6364,0.4971,0.8233,0.6715
"Census Tract 7501.02, Yauco Municipio, Puerto Rico",72153750102,0.9309,0.3986,0.9875,0.3238,0.7768
"Census Tract 2013, Caguas Municipio, Puerto Rico",72025201300,0.3023,0.6251,0.1744,0.3691,0.248
"Census Tract 507, Carolina Municipio, Puerto Rico",72031050700,0.5549,0.8301,0.7078,0.5016,0.7644
"Census Tract 94, San Juan Municipio, Puerto Rico",72127009400,0.3556,0.3272,0.3929,0.7701,0.4201
"Census Tract 2103, Gurabo Municipio, Puerto Rico",72063210300,0.9399,0.9286,0.8788,0.308,0.9161
"Census Tract 821.03, Mayag�ez Municipio, Puerto Rico",72097082103,0.8561,0.9195,0.5107,0.8086,0.9252
"Census Tract 311.13, Bayam�n Municipio, Puerto Rico",72021031113,0.1517,0.7802,0.4745,0.7134,0.5492
"Census Tract 817, Mayag�ez Municipio, Puerto Rico",72097081700,0.6036,0.5186,0.06,0.667,0.4246
"Census Tract 4001, Aguadilla Municipio, Puerto Rico",72005400100,0.7032,0.8414,0.3204,0.5787,0.6976
"Census Tract 9518, Comer�o Municipio, Puerto Rico",72045951800,0.8165,0.5379,0.7814,0.1257,0.6206
"Census Tract 5201, Naranjito Municipio, Puerto Rico",72105520100,0.8403,0.3397,0.8935,0.4496,0.7315
"Census Tract 1001.03, Can�vanas Municipio, Puerto Rico",72029100103,0.4813,0.8573,0.2819,0.2412,0.4303
"Census Tract 2010, Caguas Municipio, Puerto Rico",72025201000,0.7814,0.9603,0.5209,0.7859,0.915
"Census Tract 2014, Caguas Municipio, Puerto Rico",72025201400,0.5266,0.9694,0.7961,0.7112,0.9003
"Census Tract 320, Bayam�n Municipio, Puerto Rico",72021032000,0.8708,0.3895,0.3963,0.2808,0.4643
"Census Tract 317.03, Bayam�n Municipio, Puerto Rico",72021031703,0.3363,0.7281,0.3771,0.7406,0.5809
"Census Tract 315.03, Bayam�n Municipio, Puerto Rico",72021031503,0.2853,0.9558,0.3567,0.411,0.4983
"Census Tract 9551, Orocovis Municipio, Puerto Rico",72107955100,0.9784,0.9139,0.633,0.821,0.9716
"Census Tract 316.41, Bayam�n Municipio, Puerto Rico",72021031641,0.2967,0.7587,0.4156,0.7191,0.5877
"Census Tract 511.02, Carolina Municipio, Puerto Rico",72031051102,0.385,0.804,0.855,0.5402,0.7587
"Census Tract 2301, Aguas Buenas Municipio, Puerto Rico",72007230100,0.8505,0.7157,0.5889,0.248,0.684
"Census Tract 9543, Coamo Municipio, Puerto Rico",72043954300,0.5855,0.8799,0.8459,0.479,0.8357
"Census Tract 2008, Caguas Municipio, Puerto Rico",72025200800,0.3624,0.9467,0.3272,0.2967,0.462
"Census Tract 9603, Sabana Grande Municipio, Puerto Rico",72121960300,0.4801,0.6659,0.5141,0.4983,0.5707
"Census Tract 510.02, Carolina Municipio, Puerto Rico",72031051002,0.4597,0.9184,0.6545,0.2774,0.6466
"Census Tract 303, Bayam�n Municipio, Puerto Rico",72021030300,0.2978,0.6319,0.3465,0.8357,0.5424
"Census Tract 61.01, San Juan Municipio, Puerto Rico",72127006101,0.8516,0.9377,0.4043,0.9365,0.932
"Census Tract 313.04, Bayam�n Municipio, Puerto Rico",72021031304,0.4077,0.4416,0.5922,0.3873,0.4065
"Census Tract 314.01, Bayam�n Municipio, Puerto Rico",72021031401,0.3544,0.7315,0.5096,0.9127,0.7236
"Census Tract 4301, Aguada Municipio, Puerto Rico",72003430100,0.6206,0.3465,0.2208,0.2231,0.2253
"Census Tract 2017, Caguas Municipio, Puerto Rico",72025201700,0.5402,0.9524,0.3454,0.5809,0.6896
"Census Tract 9540, Coamo Municipio, Puerto Rico",72043954000,0.4881,0.8629,0.5662,0.2446,0.5741
"Census Tract 313.07, Bayam�n Municipio, Puerto Rico",72021031307,0.12,0.6579,0.2672,0.0713,0.1426
"Census Tract 5205, Naranjito Municipio, Puerto Rico",72105520500,0.3533,0.4337,0.8391,0.5741,0.5945
"Census Tract 322, Bayam�n Municipio, Puerto Rico",72021032200,0.616,0.718,0.5628,0.2298,0.5526
"Census Tract 8204, Hormigueros Municipio, Puerto Rico",72067820400,0.8912,0.5945,0.718,0.2842,0.7134
"Census Tract 9535, Santa Isabel Municipio, Puerto Rico",72133953500,0.4745,0.8154,0.6285,0.3159,0.6081
"Census Tract 1222.01, Toa Baja Municipio, Puerto Rico",72137122201,0.804,0.7655,0.4779,0.8448,0.8731
"Census Tract 1302, R�o Grande Municipio, Puerto Rico",72119130200,0.6942,0.9026,0.778,0.9207,0.9637
"Census Tract 5605, Vega Baja Municipio, Puerto Rico",72145560500,0.71,0.8618,0.2899,0.8459,0.8029
"Census Tract 9548.02, Orocovis Municipio, Puerto Rico",72107954802,0.864,0.872,0.949,0.1574,0.8618
"Census Tract 2404.02, Cidra Municipio, Puerto Rico",72041240402,0.6727,0.3352,0.9467,0.0588,0.5005
"Census Tract 9610, Gu�nica Municipio, Puerto Rico",72055961000,0.9241,0.975,0.5787,0.1879,0.7882
"Census Tract 2406.02, Cidra Municipio, Puerto Rico",72041240602,0.3272,0.6851,0.718,0.0226,0.3691
"Census Tract 818, Mayag�ez Municipio, Puerto Rico",72097081800,0.6659,0.8425,0.4235,0.8165,0.8199
"Census Tract 2608, Cayey Municipio, Puerto Rico",72035260800,0.2276,0.684,0.6477,0.2944,0.428
"Census Tract 311.01, Bayam�n Municipio, Puerto Rico",72021031101,0.2174,0.5877,0.0577,0.9818,0.419
"Census Tract 2603, Cayey Municipio, Puerto Rico",72035260300,0.5821,0.958,0.8403,0.0668,0.6987
"Census Tract 820.22, Mayag�ez Municipio, Puerto Rico",72097082022,0.5062,0.5107,0.5843,0.633,0.607
"Census Tract 310.21, Bayam�n Municipio, Puerto Rico",72021031021,0.3386,0.8403,0.1959,0.1619,0.2774
"Census Tract 311.23, Bayam�n Municipio, Puerto Rico",72021031123,0.7893,0.6523,0.7723,0.6727,0.872
"Census Tract 4102, Isabela Municipio, Puerto Rico",72071410200,0.6828,0.4926,0.8052,0.6953,0.7938
"Census Tract 1401.02, Luquillo Municipio, Puerto Rico",72089140102,0.7689,0.7882,0.5152,0.231,0.6443
"Census Tract 9609, Gu�nica Municipio, Puerto Rico",72055960900,0.9705,0.505,0.9343,0.2502,0.7814
"Census Tract 2604, Cayey Municipio, Puerto Rico",72035260400,0.4496,0.5855,0.8154,0.3907,0.6126
"Census Tract 316.11, Bayam�n Municipio, Puerto Rico",72021031611,0.3114,0.5345,0.1347,0.9173,0.4439
"Census Tract 8205, Hormigueros Municipio, Puerto Rico",72067820500,0.4054,0.6545,0.265,0.5877,0.4563
"Census Tract 7506.02, Yauco Municipio, Puerto Rico",72153750602,0.7327,0.4144,0.9728,0.2638,0.6761
"Census Tract 2605, Cayey Municipio, Puerto Rico",72035260500,0.7542,0.9898,0.4099,0.7202,0.8708
"Census Tract 312.02, Bayam�n Municipio, Puerto Rico",72021031202,0.3125,0.7508,0.4677,0.2321,0.3725
"Census Tract 9607, Sabana Grande Municipio, Puerto Rico",72121960700,0.7791,0.7519,0.7655,0.7157,0.9026
"Census Tract 310.05, Bayam�n Municipio, Puerto Rico",72021031005,0.8369,0.9739,0.6217,0.9603,0.9762
"Census Tract 9550.02, Orocovis Municipio, Puerto Rico",72107955002,0.6002,0.915,0.9932,0.7565,0.958
"Census Tract 819, Mayag�ez Municipio, Puerto Rico",72097081900,0.812,0.5277,0.7134,0.0192,0.5243
"Census Tract 4306.01, Aguada Municipio, Puerto Rico",72003430601,0.5866,0.7553,0.2876,0.0124,0.3193
"Census Tract 9548.01, Orocovis Municipio, Puerto Rico",72107954801,0.898,0.778,0.6262,0.1302,0.6942
"Census Tract 408, Guaynabo Municipio, Puerto Rico",72061040800,0.7757,0.5345,0.6919,0.6398,0.778
"Census Tract 51.02, San Juan Municipio, Puerto Rico",72127005102,0.906,0.8018,0.3204,0.8958,0.8822
"Census Tract 9608, Sabana Grande Municipio, Puerto Rico",72121960800,0.5673,0.3805,0.3159,0.4292,0.3386
"Census Tract 2016, Caguas Municipio, Puerto Rico",72025201600,0.7927,0.855,0.4416,0.6545,0.8154
"Census Tract 809, Mayag�ez Municipio, Puerto Rico",72097080900,0.9875,0.4756,0.7202,0.06,0.6149
"Census Tract 4303, Aguada Municipio, Puerto Rico",72003430300,0.7191,0.8652,0.0906,0.5639,0.6115
"Census Tract 2607, Cayey Municipio, Puerto Rico",72035260700,0.6919,0.881,0.684,0.1981,0.7021
"Census Tract 810, Mayag�ez Municipio, Puerto Rico",72097081000,0.9898,0.5322,0.8618,0.9954,0.975
"Census Tract 307, Bayam�n Municipio, Puerto Rico",72021030700,0.7587,0.9173,0.6625,0.9082,0.9546
"Census Tract 401.02, Guaynabo Municipio, Puerto Rico",72061040102,0.4994,0.5843,0.5911,0.5118,0.5832
"Census Tract 7502.02, Yauco Municipio, Puerto Rico",72153750202,0.9501,0.6104,0.7429,0.9558,0.9569
"Census Tract 2606, Cayey Municipio, Puerto Rico",72035260600,0.8674,0.9988,0.9852,0.9762,1
"Census Tract 9802, San Juan Municipio, Puerto Rico",72127980200,1,1,0.5832,0.077,0.7836
"Census Tract 2303, Aguas Buenas Municipio, Puerto Rico",72007230300,0.5368,0.5084,0.5039,0.1664,0.3488
"Census Tract 410, Guaynabo Municipio, Puerto Rico",72061041000,0.2061,0.479,0.248,0.1019,0.1155
"Census Tract 9615, Gu�nica Municipio, Puerto Rico",72055961500,0.7633,0.5311,0.5979,0.701,0.7633
"Census Tract 730.08, Ponce Municipio, Puerto Rico",72113073008,-99999,-99999,-99999,-99999,-99999
"Census Tract 1601, Ceiba Municipio, Puerto Rico",72037160100,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Aguada Municipio, Puerto Rico",72003990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Aguadilla Municipio, Puerto Rico",72005990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, A�asco Municipio, Puerto Rico",72011990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9929, Arecibo Municipio, Puerto Rico",72013992900,-99999,-99999,-99999,-99999,-99999
"Census Tract 9915, Arroyo Municipio, Puerto Rico",72015991500,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Barceloneta Municipio, Puerto Rico",72017990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800, Cabo Rojo Municipio, Puerto Rico",72023980000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Cabo Rojo Municipio, Puerto Rico",72023990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Camuy Municipio, Puerto Rico",72027990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.03, Carolina Municipio, Puerto Rico",72031980003,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Carolina Municipio, Puerto Rico",72031990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.01, Cata�o Municipio, Puerto Rico",72033980001,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.02, Cata�o Municipio, Puerto Rico",72033980002,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.04, Cata�o Municipio, Puerto Rico",72033980004,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.06, Cata�o Municipio, Puerto Rico",72033980006,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.07, Cata�o Municipio, Puerto Rico",72033980007,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.08, Cata�o Municipio, Puerto Rico",72033980008,-99999,-99999,-99999,-99999,-99999
"Census Tract 9902.01, Cata�o Municipio, Puerto Rico",72033990201,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Ceiba Municipio, Puerto Rico",72037990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9905.01, Culebra Municipio, Puerto Rico",72049990501,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900.21, Dorado Municipio, Puerto Rico",72051990021,-99999,-99999,-99999,-99999,-99999
"Census Tract 9901.03, Fajardo Municipio, Puerto Rico",72053990103,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Gu�nica Municipio, Puerto Rico",72055990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9926, Guayama Municipio, Puerto Rico",72057992600,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900.01, Guayanilla Municipio, Puerto Rico",72059990001,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900.16, Hatillo Municipio, Puerto Rico",72065990016,-99999,-99999,-99999,-99999,-99999
"Census Tract 9918, Humacao Municipio, Puerto Rico",72069991800,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Isabela Municipio, Puerto Rico",72071990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900.01, Juana D�az Municipio, Puerto Rico",72075990001,-99999,-99999,-99999,-99999,-99999
"Census Tract 9911, Lajas Municipio, Puerto Rico",72079991100,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Lo�za Municipio, Puerto Rico",72087990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900.01, Luquillo Municipio, Puerto Rico",72089990001,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900.25, Manat� Municipio, Puerto Rico",72091990025,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Maunabo Municipio, Puerto Rico",72095990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Mayag�ez Municipio, Puerto Rico",72097990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900.13, Naguabo Municipio, Puerto Rico",72103990013,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Patillas Municipio, Puerto Rico",72109990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Pe�uelas Municipio, Puerto Rico",72111990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9930, Ponce Municipio, Puerto Rico",72113993000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Quebradillas Municipio, Puerto Rico",72115990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9904, Rinc�n Municipio, Puerto Rico",72117990400,-99999,-99999,-99999,-99999,-99999
"Census Tract 9927, R�o Grande Municipio, Puerto Rico",72119992700,-99999,-99999,-99999,-99999,-99999
"Census Tract 9928, Salinas Municipio, Puerto Rico",72123992800,-99999,-99999,-99999,-99999,-99999
"Census Tract 9801.01, San Juan Municipio, Puerto Rico",72127980101,-99999,-99999,-99999,-99999,-99999
"Census Tract 9801.02, San Juan Municipio, Puerto Rico",72127980102,-99999,-99999,-99999,-99999,-99999
"Census Tract 9801.04, San Juan Municipio, Puerto Rico",72127980104,-99999,-99999,-99999,-99999,-99999
"Census Tract 9801.05, San Juan Municipio, Puerto Rico",72127980105,-99999,-99999,-99999,-99999,-99999
"Census Tract 9801.07, San Juan Municipio, Puerto Rico",72127980107,-99999,-99999,-99999,-99999,-99999
"Census Tract 9801.08, San Juan Municipio, Puerto Rico",72127980108,-99999,-99999,-99999,-99999,-99999
"Census Tract 9803, San Juan Municipio, Puerto Rico",72127980300,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, San Juan Municipio, Puerto Rico",72127990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Santa Isabel Municipio, Puerto Rico",72133990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Toa Baja Municipio, Puerto Rico",72137990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Vega Alta Municipio, Puerto Rico",72143990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Vega Baja Municipio, Puerto Rico",72145990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Vieques Municipio, Puerto Rico",72147990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9900, Yabucoa Municipio, Puerto Rico",72151990000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800, San Juan Municipio, Puerto Rico",72127980000,-99999,-99999,-99999,-99999,-99999
"Census Tract 9800.05, Cata�o Municipio, Puerto Rico",72033980005,-99999,-99999,-99999,-99999,-99999
